Datetime,Open
2023-01-03 09:30,130.27999877929688
2023-01-03 10:30,125.45999908447266
2023-01-03 11:30,125.3501968383789
2023-01-03 12:30,124.66000366210938
2023-01-03 13:30,124.6698989868164
2023-01-03 14:30,124.5780029296875
2023-01-03 15:30,124.62999725341797
2023-01-04 09:30,126.88999938964844
2023-01-04 10:30,125.98999786376953
2023-01-04 11:30,127.38999938964844
2023-01-04 12:30,128.0749969482422
2023-01-04 13:30,127.26499938964844
2023-01-04 14:30,125.72000122070312
2023-01-04 15:30,125.83989715576172
2023-01-05 09:30,127.12999725341797
2023-01-05 10:30,126.76000213623047
2023-01-05 11:30,126.55000305175781
2023-01-05 12:30,126.5
2023-01-05 13:30,126.48999786376953
2023-01-05 14:30,125.88999938964844
2023-01-05 15:30,125.16999816894531
2023-01-06 09:30,126.01000213623047
2023-01-06 10:30,126.375
2023-01-06 11:30,127.25
2023-01-06 12:30,128.3217010498047
2023-01-06 13:30,128.24000549316406
2023-01-06 14:30,129.33999633789062
2023-01-06 15:30,129.81500244140625
2023-01-09 09:30,130.46499633789062
2023-01-09 10:30,132.5749969482422
2023-01-09 11:30,133.08999633789062
2023-01-09 12:30,132.74000549316406
2023-01-09 13:30,132.4949951171875
2023-01-09 14:30,131.49000549316406
2023-01-09 15:30,130.44500732421875
2023-01-10 09:30,130.25999450683594
2023-01-10 10:30,129.4001007080078
2023-01-10 11:30,129.02000427246094
2023-01-10 12:30,129.11000061035156
2023-01-10 13:30,129.6501007080078
2023-01-10 14:30,130.3699951171875
2023-01-10 15:30,130.14999389648438
2023-01-11 09:30,131.25
2023-01-11 10:30,132.02000427246094
2023-01-11 11:30,131.67999267578125
2023-01-11 12:30,132.8000030517578
2023-01-11 13:30,132.80799865722656
2023-01-11 14:30,132.40890502929688
2023-01-11 15:30,132.92999267578125
2023-01-12 09:30,133.8800048828125
2023-01-12 10:30,132.97999572753906
2023-01-12 11:30,132.4199981689453
2023-01-12 12:30,134.00999450683594
2023-01-12 13:30,132.8000030517578
2023-01-12 14:30,133.19749450683594
2023-01-12 15:30,133.19000244140625
2023-01-13 09:30,132.02999877929688
2023-01-13 10:30,133.50999450683594
2023-01-13 11:30,133.0399932861328
2023-01-13 12:30,133.52000427246094
2023-01-13 13:30,133.66000366210938
2023-01-13 14:30,134.25
2023-01-13 15:30,134.60499572753906
2023-01-17 09:30,134.75
2023-01-17 10:30,136.6999969482422
2023-01-17 11:30,135.38999938964844
2023-01-17 12:30,135.58999633789062
2023-01-17 13:30,136.05999755859375
2023-01-17 14:30,135.6649932861328
2023-01-17 15:30,135.69500732421875
2023-01-18 09:30,136.81500244140625
2023-01-18 10:30,137.99000549316406
2023-01-18 11:30,136.67999267578125
2023-01-18 12:30,135.5800018310547
2023-01-18 13:30,135.72999572753906
2023-01-18 14:30,136.05999755859375
2023-01-18 15:30,135.75999450683594
2023-01-19 09:30,134.0800018310547
2023-01-19 10:30,134.47000122070312
2023-01-19 11:30,134.47999572753906
2023-01-19 12:30,134.44180297851562
2023-01-19 13:30,134.75999450683594
2023-01-19 14:30,135.8800048828125
2023-01-19 15:30,135.7100067138672
2023-01-20 09:30,134.8300018310547
2023-01-20 10:30,135.05999755859375
2023-01-20 11:30,135.5399932861328
2023-01-20 12:30,135.64210510253906
2023-01-20 13:30,135.6999969482422
2023-01-20 14:30,136.94500732421875
2023-01-20 15:30,137.47999572753906
2023-01-23 09:30,138.1199951171875
2023-01-23 10:30,140.46499633789062
2023-01-23 11:30,142.33999633789062
2023-01-23 12:30,142.4600067138672
2023-01-23 13:30,142.27000427246094
2023-01-23 14:30,141.77999877929688
2023-01-23 15:30,140.58999633789062
2023-01-24 09:30,140.30499267578125
2023-01-24 10:30,141.90499877929688
2023-01-24 11:30,142.4600067138672
2023-01-24 12:30,142.6999969482422
2023-01-24 13:30,142.9199981689453
2023-01-24 14:30,142.66009521484375
2023-01-24 15:30,142.42999267578125
2023-01-25 09:30,140.0
2023-01-25 10:30,139.8300018310547
2023-01-25 11:30,140.10000610351562
2023-01-25 12:30,140.22999572753906
2023-01-25 13:30,141.0800018310547
2023-01-25 14:30,141.60000610351562
2023-01-25 15:30,141.8354034423828
2023-01-26 09:30,143.1699981689453
2023-01-26 10:30,143.52499389648438
2023-01-26 11:30,142.35000610351562
2023-01-26 12:30,142.86000061035156
2023-01-26 13:30,142.8699951171875
2023-01-26 14:30,143.53500366210938
2023-01-26 15:30,143.51499938964844
2023-01-27 09:30,143.15499877929688
2023-01-27 10:30,145.42999267578125
2023-01-27 11:30,145.25999450683594
2023-01-27 12:30,146.3778076171875
2023-01-27 13:30,146.1999969482422
2023-01-27 14:30,146.77999877929688
2023-01-27 15:30,146.9499969482422
2023-01-30 09:30,144.9550018310547
2023-01-30 10:30,144.19000244140625
2023-01-30 11:30,143.8699951171875
2023-01-30 12:30,143.6750030517578
2023-01-30 13:30,143.49000549316406
2023-01-30 14:30,143.15499877929688
2023-01-30 15:30,143.05999755859375
2023-01-31 09:30,142.6999969482422
2023-01-31 10:30,143.19000244140625
2023-01-31 11:30,143.53500366210938
2023-01-31 12:30,143.52000427246094
2023-01-31 13:30,143.4199981689453
2023-01-31 14:30,143.8300018310547
2023-01-31 15:30,143.3000030517578
2023-02-01 09:30,143.86000061035156
2023-02-01 10:30,142.97000122070312
2023-02-01 11:30,142.91000366210938
2023-02-01 12:30,141.9517059326172
2023-02-01 13:30,142.02000427246094
2023-02-01 14:30,142.38999938964844
2023-02-01 15:30,145.53500366210938
2023-02-02 09:30,149.3125
2023-02-02 10:30,148.97999572753906
2023-02-02 11:30,150.0399932861328
2023-02-02 12:30,149.9199981689453
2023-02-02 13:30,149.9499969482422
2023-02-02 14:30,150.22999572753906
2023-02-02 15:30,149.59500122070312
2023-02-03 09:30,149.25
2023-02-03 10:30,156.22500610351562
2023-02-03 11:30,156.5
2023-02-03 12:30,156.2899932861328
2023-02-03 13:30,155.02999877929688
2023-02-03 14:30,155.17709350585938
2023-02-03 15:30,154.89999389648438
2023-02-06 09:30,152.7032012939453
2023-02-06 10:30,151.3800048828125
2023-02-06 11:30,152.89999389648438
2023-02-06 12:30,152.20050048828125
2023-02-06 13:30,151.81500244140625
2023-02-06 14:30,152.36000061035156
2023-02-06 15:30,150.99000549316406
2023-02-07 09:30,150.63999938964844
2023-02-07 10:30,152.135498046875
2023-02-07 11:30,153.19000244140625
2023-02-07 12:30,152.6300048828125
2023-02-07 13:30,152.8800048828125
2023-02-07 14:30,153.67999267578125
2023-02-07 15:30,154.29490661621094
2023-02-08 09:30,153.8800048828125
2023-02-08 10:30,152.9499969482422
2023-02-08 11:30,152.0399932861328
2023-02-08 12:30,152.03500366210938
2023-02-08 13:30,151.66000366210938
2023-02-08 14:30,151.92160034179688
2023-02-08 15:30,151.63999938964844
2023-02-09 09:30,153.77499389648438
2023-02-09 10:30,152.82009887695312
2023-02-09 11:30,152.889892578125
2023-02-09 12:30,153.1125946044922
2023-02-09 13:30,152.46400451660156
2023-02-09 14:30,151.9499969482422
2023-02-09 15:30,150.9600067138672
2023-02-10 09:30,149.4600067138672
2023-02-10 10:30,150.77999877929688
2023-02-10 11:30,150.3000030517578
2023-02-10 12:30,149.75999450683594
2023-02-10 13:30,150.77000427246094
2023-02-10 14:30,150.24000549316406
2023-02-10 15:30,150.47000122070312
2023-02-13 09:30,150.95199584960938
2023-02-13 10:30,152.36000061035156
2023-02-13 11:30,153.14230346679688
2023-02-13 12:30,154.07000732421875
2023-02-13 13:30,153.96499633789062
2023-02-13 14:30,153.3800048828125
2023-02-13 15:30,153.6302032470703
2023-02-14 09:30,151.375
2023-02-14 10:30,152.94000244140625
2023-02-14 11:30,151.5500030517578
2023-02-14 12:30,151.8852996826172
2023-02-14 13:30,152.77000427246094
2023-02-14 14:30,153.1300048828125
2023-02-14 15:30,153.26499938964844
2023-02-15 09:30,153.11000061035156
2023-02-15 10:30,153.72999572753906
2023-02-15 11:30,154.64500427246094
2023-02-15 12:30,154.65020751953125
2023-02-15 13:30,154.3800048828125
2023-02-15 14:30,155.24000549316406
2023-02-15 15:30,154.85000610351562
2023-02-16 09:30,153.50999450683594
2023-02-16 10:30,154.7449951171875
2023-02-16 11:30,155.25
2023-02-16 12:30,155.41949462890625
2023-02-16 13:30,155.86000061035156
2023-02-16 14:30,156.14500427246094
2023-02-16 15:30,154.30999755859375
2023-02-17 09:30,152.5
2023-02-17 10:30,152.0
2023-02-17 11:30,151.66000366210938
2023-02-17 12:30,151.7050018310547
2023-02-17 13:30,151.0
2023-02-17 14:30,151.68299865722656
2023-02-17 15:30,152.02499389648438
2023-02-21 09:30,150.1999969482422
2023-02-21 10:30,149.69000244140625
2023-02-21 11:30,149.5050048828125
2023-02-21 12:30,149.69000244140625
2023-02-21 13:30,149.47000122070312
2023-02-21 14:30,148.88499450683594
2023-02-21 15:30,148.58999633789062
2023-02-22 09:30,149.1529998779297
2023-02-22 10:30,147.47999572753906
2023-02-22 11:30,147.8800048828125
2023-02-22 12:30,148.1221923828125
2023-02-22 13:30,149.3800048828125
2023-02-22 14:30,148.9600067138672
2023-02-22 15:30,148.38499450683594
2023-02-23 09:30,150.08999633789062
2023-02-23 10:30,148.8350067138672
2023-02-23 11:30,147.82000732421875
2023-02-23 12:30,147.4600067138672
2023-02-23 13:30,147.8000030517578
2023-02-23 14:30,149.22000122070312
2023-02-23 15:30,149.7949981689453
2023-02-24 09:30,147.11000061035156
2023-02-24 10:30,146.2899932861328
2023-02-24 11:30,146.39999389648438
2023-02-24 12:30,146.25999450683594
2023-02-24 13:30,146.22000122070312
2023-02-24 14:30,146.1199951171875
2023-02-24 15:30,146.11500549316406
2023-02-27 09:30,147.7100067138672
2023-02-27 10:30,148.72000122070312
2023-02-27 11:30,147.85000610351562
2023-02-27 12:30,148.10000610351562
2023-02-27 13:30,148.47000122070312
2023-02-27 14:30,148.40499877929688
2023-02-27 15:30,148.15890502929688
2023-02-28 09:30,147.0500030517578
2023-02-28 10:30,147.26499938964844
2023-02-28 11:30,147.91000366210938
2023-02-28 12:30,148.32000732421875
2023-02-28 13:30,148.95750427246094
2023-02-28 14:30,148.6199951171875
2023-02-28 15:30,148.0800018310547
2023-03-01 09:30,146.89500427246094
2023-03-01 10:30,145.66000366210938
2023-03-01 11:30,145.9550018310547
2023-03-01 12:30,146.42999267578125
2023-03-01 13:30,145.97000122070312
2023-03-01 14:30,145.3699951171875
2023-03-01 15:30,145.22500610351562
2023-03-02 09:30,144.3800048828125
2023-03-02 10:30,144.55999755859375
2023-03-02 11:30,144.1999969482422
2023-03-02 12:30,144.36000061035156
2023-03-02 13:30,144.5500030517578
2023-03-02 14:30,145.8800048828125
2023-03-02 15:30,146.19000244140625
2023-03-03 09:30,147.62989807128906
2023-03-03 10:30,150.13999938964844
2023-03-03 11:30,149.5749969482422
2023-03-03 12:30,149.9149932861328
2023-03-03 13:30,150.10499572753906
2023-03-03 14:30,150.75999450683594
2023-03-03 15:30,150.91000366210938
2023-03-06 09:30,153.78500366210938
2023-03-06 10:30,155.031005859375
2023-03-06 11:30,155.39500427246094
2023-03-06 12:30,155.9001007080078
2023-03-06 13:30,155.10000610351562
2023-03-06 14:30,154.25999450683594
2023-03-06 15:30,153.9499969482422
2023-03-07 09:30,153.6999969482422
2023-03-07 10:30,152.4510040283203
2023-03-07 11:30,152.25
2023-03-07 12:30,152.6490936279297
2023-03-07 13:30,152.48170471191406
2023-03-07 14:30,151.49000549316406
2023-03-07 15:30,151.18499755859375
2023-03-08 09:30,152.80999755859375
2023-03-08 10:30,152.63999938964844
2023-03-08 11:30,152.60000610351562
2023-03-08 12:30,152.72999572753906
2023-03-08 13:30,152.33999633789062
2023-03-08 14:30,152.7906036376953
2023-03-08 15:30,152.25
2023-03-09 09:30,153.5590057373047
2023-03-09 10:30,154.0
2023-03-09 11:30,154.10000610351562
2023-03-09 12:30,154.13999938964844
2023-03-09 13:30,152.63999938964844
2023-03-09 14:30,151.63499450683594
2023-03-09 15:30,150.4582977294922
2023-03-10 09:30,150.25
2023-03-10 10:30,149.46499633789062
2023-03-10 11:30,150.44000244140625
2023-03-10 12:30,149.4199981689453
2023-03-10 13:30,148.39999389648438
2023-03-10 14:30,147.9199981689453
2023-03-10 15:30,148.3800048828125
2023-03-13 09:30,147.80499267578125
2023-03-13 10:30,150.8699951171875
2023-03-13 11:30,152.55999755859375
2023-03-13 12:30,152.22999572753906
2023-03-13 13:30,151.22999572753906
2023-03-13 14:30,152.22000122070312
2023-03-13 15:30,151.0500030517578
2023-03-14 09:30,151.72000122070312
2023-03-14 10:30,152.77000427246094
2023-03-14 11:30,153.05999755859375
2023-03-14 12:30,152.7050018310547
2023-03-14 13:30,151.80999755859375
2023-03-14 14:30,151.36000061035156
2023-03-14 15:30,150.86000061035156
